image_file;object_id;bbox_x;bbox_y;bbox_width_px;bbox_height_px;area_cm2;panjang_cm;lebar_cm;jarak_kamera_cm;ketebalan_cm;volume_cm3;aspect_ratio;perimeter_cm;solidity;compactness;berat_kering_gram;Ground_Truth_gram;Pred_Random_Forest_gram;Pred_Xgboost_gram;Pred_Gbdt_gram;Pred_Catboost_gram;Pred_CNN_gram;Pred_LSTM_gram;Pred_Transformer_gram;AE_Random_Forest_gram;SE_Random_Forest_gram2;APE_Random_Forest_percent;AE_Xgboost_gram;SE_Xgboost_gram2;APE_Xgboost_percent;AE_Gbdt_gram;SE_Gbdt_gram2;APE_Gbdt_percent;AE_Catboost_gram;SE_Catboost_gram2;APE_Catboost_percent;AE_CNN_gram;SE_CNN_gram2;APE_CNN_percent;AE_LSTM_gram;SE_LSTM_gram2;APE_LSTM_percent;AE_Transformer_gram;SE_Transformer_gram2;APE_Transformer_percent
ZoneA_144.jpg;0;1088;1395;998;1344;39.24;8.39;11.85;25.36;2.54;99.52;0.708;79.85;0.553;12.928;2.0;2.0;1.99;2.0;2.0;1.95;2.47;2.56;1.9;0.01;0.0;0.5;0.0;0.0;0.07;0.0;0.0;0.07;0.05;0.0;2.58;0.47;0.22;23.26;0.56;0.32;28.12;0.1;0.01;4.96
ZoneA_145.jpg;0;934;474;2189;2201;90.03;15.29;16.12;21.07;2.11;189.69;0.948;139.63;0.596;17.234;5.0;5.0;4.77;5.0;5.0;4.97;4.91;2.56;5.04;0.23;0.05;4.6;0.0;0.0;0.01;0.0;0.0;0.03;0.03;0.0;0.52;0.09;0.01;1.85;2.44;5.94;48.75;0.04;0.0;0.77
ZoneA_146.jpg;0;909;474;2278;2227;93.85;15.81;16.21;20.94;2.09;196.53;0.976;144.17;0.593;17.623;5.0;5.0;4.83;5.0;5.0;5.02;5.01;2.56;5.05;0.17;0.03;3.4;0.0;0.0;0.02;0.0;0.0;0.02;0.02;0.0;0.42;0.01;0.0;0.22;2.44;5.94;48.75;0.05;0.0;0.98
ZoneA_147.jpg;0;1267;602;1767;1676;65.34;13.13;13.06;22.42;2.24;146.49;1.005;112.29;0.61;15.357;5.0;5.0;4.2;4.99;5.0;4.93;4.5;2.56;4.28;0.8;0.63;15.9;0.01;0.0;0.12;0.0;0.0;0.03;0.07;0.01;1.43;0.5;0.25;9.93;2.44;5.94;48.75;0.72;0.52;14.38
ZoneA_148.jpg;0;1242;602;1792;1715;66.02;13.25;13.29;22.3;2.23;147.23;0.997;114.61;0.602;15.833;5.0;5.0;4.0;4.65;4.86;4.52;4.4;2.56;4.01;1.0;1.0;20.0;0.35;0.12;6.99;0.14;0.02;2.82;0.48;0.23;9.68;0.6;0.36;12.06;2.44;5.94;48.75;0.99;0.98;19.82
ZoneA_149.jpg;0;1446;730;1319;1260;47.35;10.72;10.73;24.51;2.45;116.05;0.998;85.68;0.638;12.339;5.0;5.0;4.63;5.0;5.0;4.98;3.64;2.56;4.86;0.37;0.14;7.4;0.0;0.0;0.03;0.0;0.0;0.01;0.02;0.0;0.42;1.36;1.86;27.25;2.44;5.94;48.75;0.14;0.02;2.8
ZoneA_150.jpg;0;1421;704;1357;1280;47.57;10.94;10.82;24.33;2.43;115.75;1.011;86.38;0.633;12.482;5.0;5.0;4.68;5.0;5.0;5.04;3.59;2.56;4.8;0.32;0.1;6.3;0.0;0.0;0.03;0.0;0.0;0.02;0.04;0.0;0.82;1.41;1.98;28.18;2.44;5.94;48.75;0.2;0.04;4.02
ZoneA_151.jpg;0;1037;1011;2253;1018;64.78;16.99;8.05;22.75;2.28;147.38;2.111;90.64;0.604;10.092;2.0;2.0;2.56;2.11;2.13;1.9;1.99;2.56;2.36;0.56;0.31;27.75;0.11;0.01;5.75;0.13;0.02;6.41;0.1;0.01;4.82;0.01;0.0;0.33;0.56;0.32;28.12;0.36;0.13;17.84
ZoneA_152.jpg;0;1037;1011;2246;1011;66.47;16.96;8.01;22.78;2.28;151.41;2.119;90.19;0.613;9.738;2.0;2.0;2.51;2.0;2.0;2.02;2.04;2.56;2.44;0.51;0.26;25.5;0.0;0.0;0.11;0.0;0.0;0.04;0.02;0.0;1.07;0.04;0.0;1.86;0.56;0.32;28.12;0.44;0.2;22.11
ZoneA_153.jpg;0;1165;1216;1702;755;46.16;14.07;6.54;24.93;2.49;115.09;2.15;74.32;0.615;9.521;2.0;2.0;2.73;2.11;2.75;2.02;1.83;2.56;2.35;0.73;0.53;36.5;0.11;0.01;5.74;0.75;0.57;37.68;0.02;0.0;1.24;0.17;0.03;8.54;0.56;0.32;28.12;0.35;0.12;17.58
ZoneA_154.jpg;0;1190;1190;1741;820;46.47;14.18;7.0;24.57;2.46;114.17;2.025;75.66;0.609;9.803;2.0;2.0;2.72;2.51;2.71;2.1;1.92;2.56;2.43;0.72;0.52;36.0;0.51;0.26;25.62;0.71;0.5;35.33;0.1;0.01;4.82;0.08;0.01;3.78;0.56;0.32;28.12;0.43;0.18;21.42
ZoneA_155.jpg;0;1190;1242;1434;665;37.36;12.56;6.11;26.43;2.64;98.74;2.057;64.99;0.617;8.997;2.0;2.0;1.8;2.0;2.0;1.99;1.63;2.56;1.7;0.2;0.04;9.75;0.0;0.0;0.07;0.0;0.0;0.04;0.01;0.0;0.53;0.37;0.14;18.39;0.56;0.32;28.12;0.3;0.09;14.91
ZoneA_156.jpg;0;1190;1242;1460;659;38.24;12.74;6.03;26.33;2.63;100.69;2.113;65.79;0.627;9.006;2.0;2.0;1.91;2.0;2.0;1.99;1.73;2.56;1.73;0.09;0.01;4.5;0.0;0.0;0.01;0.0;0.0;0.05;0.01;0.0;0.69;0.27;0.07;13.47;0.56;0.32;28.12;0.27;0.07;13.25
ZoneA_157.jpg;0;1574;704;1600;1638;67.38;12.1;12.99;22.81;2.28;153.69;0.932;83.46;0.67;8.227;4.0;4.0;3.42;4.16;4.26;3.92;4.03;2.56;3.62;0.58;0.33;14.37;0.16;0.03;4.11;0.26;0.07;6.43;0.08;0.01;2.03;0.03;0.0;0.69;1.44;2.07;35.94;0.38;0.14;9.41
ZoneA_158.jpg;0;1574;730;1639;1625;69.13;12.37;12.86;22.76;2.28;157.33;0.962;83.76;0.679;8.076;4.0;4.0;3.7;4.0;4.0;4.04;4.02;2.56;3.42;0.3;0.09;7.5;0.0;0.0;0.01;0.0;0.0;0.05;0.04;0.0;0.91;0.02;0.0;0.55;1.44;2.07;35.94;0.58;0.33;14.42
ZoneA_159.jpg;0;1702;832;1191;1216;46.47;9.91;10.61;25.11;2.51;116.68;0.934;64.17;0.693;7.052;4.0;4.0;3.86;4.0;4.0;3.98;3.01;2.56;3.54;0.15;0.02;3.62;0.0;0.0;0.07;0.0;0.0;0.04;0.02;0.0;0.47;0.99;0.98;24.74;1.44;2.07;35.94;0.46;0.21;11.42
ZoneA_160.jpg;0;1677;806;1203;1223;46.66;9.99;10.64;25.04;2.5;116.85;0.938;62.92;0.694;6.751;4.0;4.0;3.86;4.0;4.0;3.96;2.97;2.56;3.41;0.15;0.02;3.62;0.0;0.0;0.01;0.0;0.0;0.01;0.04;0.0;1.11;1.03;1.07;25.83;1.44;2.07;35.94;0.59;0.34;14.64
ZoneA_161.jpg;0;1702;986;948;960;36.75;8.63;9.16;27.45;2.74;100.87;0.942;52.28;0.714;5.919;4.0;4.0;3.32;3.99;4.0;3.91;2.31;2.56;1.85;0.68;0.46;17.0;0.01;0.0;0.16;0.0;0.0;0.04;0.09;0.01;2.18;1.69;2.84;42.15;1.44;2.07;35.94;2.15;4.63;53.81
ZoneA_162.jpg;0;1702;960;973;992;36.56;8.75;9.35;27.13;2.71;99.18;0.935;51.29;0.706;5.725;4.0;4.0;2.7;2.74;3.0;3.21;2.31;2.56;1.91;1.3;1.68;32.37;1.26;1.59;31.48;1.0;1.01;25.12;0.79;0.63;19.82;1.69;2.86;42.31;1.44;2.07;35.94;2.09;4.35;52.13
ZoneA_163.jpg;0;1165;781;1600;1587;78.76;12.16;12.64;22.92;2.29;180.52;0.962;88.97;0.682;7.997;2.0;2.0;2.56;2.0;2.0;2.03;3.96;2.56;3.01;0.56;0.31;27.75;0.0;0.0;0.1;0.0;0.0;0.02;0.03;0.0;1.46;1.96;3.84;97.96;0.56;0.32;28.12;1.01;1.03;50.73
ZoneA_164.jpg;0;1088;781;1664;1638;81.76;12.52;12.92;22.69;2.27;185.5;0.969;89.21;0.682;7.747;2.0;2.0;2.38;2.0;2.0;2.01;3.67;2.56;2.8;0.38;0.15;19.25;0.0;0.0;0.05;0.0;0.0;0.07;0.01;0.0;0.47;1.67;2.78;83.32;0.56;0.32;28.12;0.8;0.64;39.93
ZoneA_165.jpg;0;1446;883;1204;1203;55.47;10.02;10.5;25.11;2.51;139.29;0.954;64.51;0.693;5.969;2.0;2.0;3.41;3.74;3.61;3.21;3.16;2.56;3.14;1.41;1.99;70.5;1.74;3.02;86.93;1.61;2.58;80.25;1.21;1.46;60.52;1.16;1.35;58.06;0.56;0.32;28.12;1.14;1.3;57.11
ZoneA_166.jpg;0;1395;858;1255;1190;55.52;10.39;10.33;24.97;2.5;138.63;1.006;66.31;0.682;6.301;2.0;2.0;3.18;3.32;2.86;2.94;3.28;2.56;3.21;1.17;1.38;58.75;1.32;1.75;66.21;0.86;0.74;43.03;0.94;0.88;46.94;1.28;1.64;63.98;0.56;0.32;28.12;1.21;1.46;60.47
ZoneA_167.jpg;0;1741;934;1011;980;44.28;9.04;9.19;26.98;2.7;119.47;0.984;56.91;0.688;5.819;2.0;2.0;2.12;2.0;2.0;2.03;2.31;2.56;2.07;0.12;0.02;6.25;0.0;0.0;0.1;0.0;0.0;0.01;0.03;0.0;1.4;0.31;0.09;15.36;0.56;0.32;28.12;0.07;0.01;3.66
ZoneA_168.jpg;0;1728;934;1024;979;44.54;9.14;9.16;26.92;2.69;119.89;0.998;56.95;0.691;5.796;2.0;2.0;2.18;2.0;2.0;2.02;2.32;2.56;2.05;0.19;0.03;9.25;0.0;0.0;0.07;0.0;0.0;0.08;0.02;0.0;0.81;0.32;0.1;15.94;0.56;0.32;28.12;0.05;0.0;2.71
ZoneA_169.jpg;0;1216;550;1702;1818;92.57;12.57;14.08;22.28;2.23;206.24;0.893;79.81;0.764;5.476;4.0;4.0;3.41;4.0;4.0;3.97;2.73;2.56;2.06;0.59;0.35;14.75;0.0;0.0;0.03;0.0;0.0;0.02;0.03;0.0;0.81;1.27;1.61;31.74;1.44;2.07;35.94;1.94;3.75;48.44
ZoneA_170.jpg;0;1190;525;1735;1869;94.06;12.73;14.38;22.14;2.21;208.25;0.885;80.9;0.758;5.538;4.0;4.0;2.96;3.65;3.27;3.47;2.7;2.56;2.09;1.04;1.07;25.87;0.35;0.12;8.73;0.73;0.53;18.28;0.53;0.28;13.21;1.3;1.69;32.52;1.44;2.07;35.94;1.91;3.63;47.64
ZoneA_171.jpg;0;1267;781;1331;1459;64.95;10.54;12.11;23.88;2.39;155.11;0.87;64.22;0.766;5.053;4.0;4.0;3.5;4.0;4.0;3.96;3.08;2.56;2.52;0.5;0.26;12.62;0.0;0.0;0.02;0.0;0.0;0.02;0.04;0.0;1.04;0.92;0.85;23.1;1.44;2.07;35.94;1.48;2.18;36.89
ZoneA_172.jpg;0;1242;730;1356;1452;67.69;10.71;12.03;23.83;2.38;161.3;0.891;65.13;0.767;4.987;4.0;4.0;3.34;3.84;3.89;3.93;3.15;2.56;2.5;0.65;0.43;16.37;0.16;0.02;3.93;0.11;0.01;2.63;0.07;0.01;1.78;0.85;0.72;21.15;1.44;2.07;35.94;1.5;2.24;37.45
ZoneA_173.jpg;0;1395;934;1114;1172;53.02;9.45;10.42;25.59;2.56;135.67;0.907;53.99;0.785;4.375;4.0;4.0;3.64;4.0;4.0;4.0;2.79;2.56;2.68;0.36;0.13;8.87;0.0;0.0;0.04;0.0;0.0;0.03;0.0;0.0;0.12;1.21;1.47;30.34;1.44;2.07;35.94;1.32;1.75;33.03
ZoneA_174.jpg;0;1395;909;1120;1229;52.98;9.4;10.82;25.33;2.53;134.19;0.869;55.43;0.777;4.616;4.0;4.0;3.61;4.0;4.0;3.98;2.79;2.56;2.75;0.39;0.15;9.75;0.0;0.0;0.05;0.0;0.0;0.03;0.02;0.0;0.5;1.21;1.47;30.28;1.44;2.07;35.94;1.25;1.57;31.34
ZoneA_175.jpg;0;934;858;1882;1792;110.35;13.74;13.72;22.02;2.2;242.99;1.002;81.53;0.816;4.793;4.0;4.0;3.79;4.0;4.0;3.98;3.43;2.56;3.97;0.21;0.04;5.25;0.0;0.0;0.01;0.0;0.0;0.02;0.02;0.0;0.61;0.57;0.32;14.15;1.44;2.07;35.94;0.03;0.0;0.65
ZoneA_176.jpg;0;934;858;1946;1798;112.73;14.13;13.69;21.91;2.19;246.99;1.032;85.49;0.813;5.16;4.0;4.0;3.91;4.0;4.0;4.02;3.6;2.56;4.16;0.09;0.01;2.25;0.0;0.0;0.02;0.0;0.0;0.01;0.02;0.0;0.4;0.4;0.16;9.91;1.44;2.07;35.94;0.16;0.03;3.99
ZoneA_177.jpg;0;1114;1114;1510;1408;78.86;11.78;11.52;23.54;2.35;185.64;1.023;66.73;0.818;4.493;4.0;4.0;3.33;3.3;3.2;2.73;3.67;2.56;2.54;0.67;0.45;16.75;0.7;0.49;17.53;0.8;0.65;20.1;1.27;1.62;31.77;0.33;0.11;8.37;1.44;2.07;35.94;1.46;2.13;36.53
ZoneA_178.jpg;0;1088;1114;1562;1395;81.79;12.14;11.37;23.45;2.35;191.79;1.068;71.17;0.825;4.928;4.0;4.0;3.25;3.13;3.21;2.61;3.84;2.56;2.52;0.75;0.56;18.75;0.87;0.76;21.77;0.79;0.62;19.71;1.39;1.93;34.76;0.16;0.02;3.88;1.44;2.07;35.94;1.48;2.19;37.04
ZoneA_179.jpg;0;1242;1190;1254;1088;61.39;10.54;9.59;25.36;2.54;155.68;1.099;52.42;0.846;3.563;4.0;4.0;3.7;4.0;4.0;3.99;3.7;2.56;2.74;0.31;0.09;7.62;0.0;0.0;0.06;0.0;0.0;0.02;0.01;0.0;0.3;0.3;0.09;7.62;1.44;2.07;35.94;1.26;1.58;31.41
ZoneA_180.jpg;0;1242;1216;1196;1107;62.6;10.12;9.82;25.52;2.55;159.76;1.03;53.58;0.851;3.65;4.0;4.0;3.82;4.0;4.0;3.98;3.78;2.56;2.86;0.19;0.03;4.62;0.0;0.0;0.01;0.0;0.0;0.02;0.02;0.0;0.41;0.22;0.05;5.51;1.44;2.07;35.94;1.14;1.3;28.47
ZoneA_181.jpg;0;755;934;1613;2445;80.16;11.48;18.25;21.47;2.15;172.1;0.629;113.54;0.603;12.797;3.0;3.0;3.16;3.0;3.0;3.02;3.35;2.56;3.19;0.15;0.02;5.17;0.0;0.0;0.04;0.0;0.0;0.02;0.02;0.0;0.64;0.35;0.12;11.71;0.44;0.19;14.58;0.19;0.04;6.39
ZoneA_182.jpg;0;755;909;1543;2489;80.69;11.0;18.6;21.5;2.15;173.47;0.591;114.81;0.61;13.001;3.0;3.0;3.28;3.0;3.0;3.02;3.29;2.56;3.29;0.28;0.08;9.33;0.0;0.0;0.01;0.0;0.0;0.01;0.02;0.0;0.55;0.29;0.08;9.63;0.44;0.19;14.58;0.29;0.08;9.71
ZoneA_183.jpg;0;909;1293;1222;1945;56.48;9.3;15.52;22.96;2.3;129.68;0.599;89.13;0.619;11.193;3.0;3.0;2.96;3.0;3.0;3.01;2.78;2.56;3.19;0.04;0.0;1.5;0.0;0.0;0.06;0.0;0.0;0.03;0.01;0.0;0.35;0.22;0.05;7.17;0.44;0.19;14.58;0.19;0.04;6.46
ZoneA_184.jpg;0;858;1318;1235;1946;57.18;9.39;15.51;22.93;2.29;131.1;0.605;89.52;0.62;11.153;3.0;3.0;2.97;3.0;3.0;2.95;2.76;2.56;3.31;0.03;0.0;1.0;0.0;0.0;0.07;0.0;0.0;0.01;0.05;0.0;1.82;0.24;0.06;7.94;0.44;0.19;14.58;0.31;0.1;10.34
ZoneA_185.jpg;0;1037;1472;973;1510;42.88;8.01;13.04;24.84;2.48;106.52;0.615;71.22;0.652;9.412;3.0;3.0;2.85;3.0;3.0;3.05;3.09;2.56;3.38;0.15;0.02;5.0;0.0;0.0;0.03;0.0;0.0;0.0;0.05;0.0;1.63;0.09;0.01;2.92;0.44;0.19;14.58;0.38;0.15;12.75
ZoneA_186.jpg;0;1037;1472;966;1536;43.22;7.93;13.22;24.77;2.48;107.05;0.6;72.47;0.648;9.671;3.0;3.0;2.93;3.0;3.0;3.01;3.12;2.56;3.31;0.07;0.0;2.33;0.0;0.0;0.09;0.0;0.0;0.02;0.01;0.0;0.47;0.12;0.01;4.06;0.44;0.19;14.58;0.31;0.1;10.44
